State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Oregon,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2018,Medicaid & Dual Eligibles,Administrative,NR,42,58.6,51.1,67,NR = State did not report the measure for this population,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population. Rate includes additional procedure codes for follow-up visits (90846, H2021, H2022, T1016), which reflect coordinated care integrating physical and mental health services. Denominator excludes discharges followed by direct transfer to adult mental health residential services, using procedure code T1020 with modifier HK, HE, or TG. State was not able to report the 30-day follow-up rate for FFY 2018.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,39.0,32,38.8,36.3,41.5,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,14.8,32,11.6,7.7,15.3,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,45.0,32,46.3,38.4,56.7,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,14.5,32,25.4,13.6,35.6,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,35.0,32,38.5,34.7,40.9,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,13.0,32,11.2,8.7,13.3,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,38.6,34,40,36.2,43.7,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,14.0,34,14.5,9.9,19.6,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75,HPC-AD,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64,2018,Medicaid & Dual Eligibles,Electronic Health Records,23.6,27,39.8,47.3,34.7,,Rate includes managed care population (16 MCOs) ages 18 to 75 who are included in electronic health records in the state. Rate excludes FFS population and managed care enrollees who are not included in electronic health record data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,87.9,38,85.3,80.5,87.2,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18-85,CBP-AD,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18-64,2018,Medicaid & Dual Eligibles,Electronic Health Records,68.3,28,57.8,50.9,63,,Rate includes managed care population (16 CCOs) ages 18 to 85 who are included in electronic health records in the state. Rate excludes FFS population and managed care enrollees who are not included in electronic health record data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18-64",2018,Medicaid & Dual Eligibles,Administrative,17.7,28,16.4,21.3,13.3,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older,PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Beneficiary Months: Ages 40-64",2018,Medicaid & Dual Eligibles,Administrative,36.9,25,94.5,112.5,56.7,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18-64",2018,Medicaid & Dual Eligibles,Administrative,19.1,25,24.8,34.6,19.1,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39,PQI15-AD,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18-39",2018,Medicaid & Dual Eligibles,Administrative,3.6,26,6.8,8.6,4,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Pennsylvania,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2018,Medicaid,Administrative,56.0,42,58.6,51.1,67,,Rates include behavioral health managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Data were submitted by MCOs and compiled by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2018,Medicaid & Dual Eligibles,Hybrid,49.9,37,61.3,56.4,65.7,,"Rate includes managed care population (16 MCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population. Denominator is the sample size; measure-eligible population is 15,714.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2018,Medicaid & Dual Eligibles,Administrative,57.2,40,56.1,50.2,61,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2018,Medicaid & Dual Eligibles,Administrative,54.8,38,60.8,55,67.2,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Pennsylvania,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2018,Medicaid,Administrative,69.0,33,57.7,54.4,64.9,,Rate includes managed care population (9 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Data were submitted by MCOs and compiled by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Pennsylvania,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64,2018,Medicaid,Administrative,51.4,33,50.3,47,52.6,,Rates include managed care population (9 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Data were submitted by MCOs and compiled by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Pennsylvania,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64,2018,Medicaid,Administrative,37.1,33,34.8,30.6,37.6,,Rates include managed care population (9 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Data were submitted by MCOs and compiled by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Pennsylvania,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2018,Medicaid,Administrative,88.1,32,80.1,76.9,82.4,,Rate includes managed care population (9 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Data were submitted by MCOs and compiled by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
